incidnt_num,category,descript,day_of_week,date,time,pd_district,resolution,address,lon,lat,location,id
1.30991979E8,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,11/22/2013 08:00:00 AM +0000,20:30,INGLESIDE,NONE,0 Block of REDROCK WY,-122.442124191544,37.7463205537498,"(37.7463205537498, -122.442124191544)",22571
1.3621288E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,11/06/2013 08:00:00 AM +0000,14:50,CENTRAL,NONE,200 Block of SUTTER ST,-122.403919537601,37.7897857003995,"(37.7897857003995, -122.403919537601)",28292
1.31014437E8,ASSAULT,BATTERY,Sunday,12/01/2013 08:00:00 AM +0000,14:00,NORTHERN,NONE,800 Block of LARKIN ST,-122.418066727946,37.7857651367991,"(37.7857651367991, -122.418066727946)",19803
1.30979345E8,OTHER OFFENSES,CONSPIRACY,Thursday,11/14/2013 08:00:00 AM +0000,13:00,TARAVAL,"ARREST, BOOKED",9TH AV / IRVING ST,-122.466309668238,37.7640368477305,"(37.7640368477305, -122.466309668238)",25484
1.40012822E8,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Thursday,12/19/2013 08:00:00 AM +0000,00:01,CENTRAL,NONE,1100 Block of LEAVENWORTH ST,-122.415921141025,37.7918375787816,"(37.7918375787816, -122.415921141025)",14033
1.31042541E8,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,11/27/2013 08:00:00 AM +0000,10:00,SOUTHERN,NONE,400 Block of TEHAMA ST,-122.404631229139,37.7808516275602,"(37.7808516275602, -122.404631229139)",21137
1.30952727E8,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,11/09/2013 08:00:00 AM +0000,23:00,NORTHERN,NONE,1900 Block of FRANKLIN ST,-122.424385686907,37.7919729829532,"(37.7919729829532, -122.424385686907)",27524
1.40065326E8,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,01/22/2014 08:00:00 AM +0000,23:19,PARK,NONE,0 Block of HENRY ST,-122.43255009664,37.7666759527495,"(37.7666759527495, -122.43255009664)",3287
1.46013189E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,01/19/2014 08:00:00 AM +0000,01:30,SOUTHERN,NONE,300 Block of 11TH ST,-122.412843427871,37.7709657259649,"(37.7709657259649, -122.412843427871)",4160
1.31087826E8,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Friday,12/27/2013 08:00:00 AM +0000,19:17,BAYVIEW,NONE,1800 Block of 23RD ST,-122.397751322669,37.7548591115414,"(37.7548591115414, -122.397751322669)",12001
1.36244849E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,12/29/2013 08:00:00 AM +0000,22:00,TARAVAL,NONE,0 Block of ROCKRIDGE DR,-122.469258929003,37.7508188720506,"(37.7508188720506, -122.469258929003)",11431
1.40084025E8,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,01/27/2014 08:00:00 AM +0000,08:00,MISSION,NONE,600 Block of VALENCIA ST,-122.421737705281,37.7629080944622,"(37.7629080944622, -122.421737705281)",1378
1.30977559E8,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,11/11/2013 08:00:00 AM +0000,00:01,RICHMOND,NONE,400 Block of 27TH AV,-122.487054282299,37.7818135088673,"(37.7818135088673, -122.487054282299)",26701
1.36244231E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/25/2013 08:00:00 AM +0000,17:00,SOUTHERN,NONE,100 Block of 7TH ST,-122.410531651041,37.7789328877476,"(37.7789328877476, -122.410531651041)",12433
1.30969374E8,NON-CRIMINAL,LOST PROPERTY,Thursday,11/14/2013 08:00:00 AM +0000,09:00,NORTHERN,NONE,600 Block of POLK ST,-122.419085207055,37.782398840986,"(37.782398840986, -122.419085207055)",25497
1.40035993E8,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,12/14/2013 08:00:00 AM +0000,23:00,INGLESIDE,NONE,0 Block of COLLEGE TR,-122.425956467037,37.7342420848397,"(37.7342420848397, -122.425956467037)",15604
1.46009564E8,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,12/23/2013 08:00:00 AM +0000,22:00,RICHMOND,NONE,FULTON ST / 27TH AV,-122.486334488044,37.7724693804648,"(37.7724693804648, -122.486334488044)",12751
1.40092363E8,NON-CRIMINAL,LOST PROPERTY,Friday,01/31/2014 08:00:00 AM +0000,12:30,CENTRAL,NONE,2800 Block of TAYLOR ST,-122.415887451278,37.8089513016119,"(37.8089513016119, -122.415887451278)",201
1.40031822E8,OTHER OFFENSES,PROBATION VIOLATION,Saturday,01/11/2014 08:00:00 AM +0000,19:50,SOUTHERN,"ARREST, BOOKED",1600 Block of FOLSOM ST,-122.415562856537,37.7697257902324,"(37.7697257902324, -122.415562856537)",6976
1.30944401E8,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Thursday,11/07/2013 08:00:00 AM +0000,08:32,SOUTHERN,NONE,7TH ST / STEVENSON ST,-122.411935615745,37.7800064420298,"(37.7800064420298, -122.411935615745)",28102
1.31068729E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,12/20/2013 08:00:00 AM +0000,09:50,MISSION,NONE,2300 Block of 16TH ST,-122.409216071434,37.7657158874647,"(37.7657158874647, -122.409216071434)",13446
1.4005006E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/17/2014 08:00:00 AM +0000,20:25,SOUTHERN,NONE,900 Block of MISSION ST,-122.407651124964,37.7818549388271,"(37.7818549388271, -122.407651124964)",4964
1.31039849E8,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,12/10/2013 08:00:00 AM +0000,19:55,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"(37.7752316978114, -122.403742962696)",16963
1.40022401E8,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,01/08/2014 08:00:00 AM +0000,11:00,NORTHERN,UNFOUNDED,400 Block of BUCHANAN ST,-122.427415339997,37.7739341670275,"(37.7739341670275, -122.427415339997)",7960
1.30960742E8,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,11/12/2013 08:00:00 AM +0000,16:30,CENTRAL,NONE,300 Block of BAY ST,-122.412803931164,37.8057526776631,"(37.8057526776631, -122.412803931164)",26335
1.3104643E8,NON-CRIMINAL,FOUND PROPERTY,Tuesday,12/10/2013 08:00:00 AM +0000,17:30,MISSION,NONE,17TH ST / MISSION ST,-122.419515708406,37.7634292328496,"(37.7634292328496, -122.419515708406)",16834
1.40015224E8,"SEX OFFENSES, FORCIBLE","CHILD ABUSE, EXPLOITATION",Saturday,12/21/2013 08:00:00 AM +0000,13:00,TARAVAL,NONE,2100 Block of 24TH AV,-122.481316080927,37.7472369762468,"(37.7472369762468, -122.481316080927)",13168
1.46008635E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,01/09/2014 08:00:00 AM +0000,09:45,INGLESIDE,NONE,1600 Block of CHURCH ST,-122.426765279278,37.7451272907314,"(37.7451272907314, -122.426765279278)",7760
1.4008211E8,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,01/28/2014 08:00:00 AM +0000,10:26,PARK,"ARREST, CITED",FELL ST / SCOTT ST,-122.435943395929,37.7742746298885,"(37.7742746298885, -122.435943395929)",1125
1.30971012E8,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,11/15/2013 08:00:00 AM +0000,19:05,SOUTHERN,NONE,HARRISON ST / 11TH ST,-122.41248326348,37.7706305910776,"(37.7706305910776, -122.41248326348)",25039
1.4006332E8,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,01/22/2014 08:00:00 AM +0000,09:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"(37.7752316978114, -122.403742962696)",3111
1.4600473E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,11/26/2013 08:00:00 AM +0000,17:25,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.412409303965,37.7849470606785,"(37.7849470606785, -122.412409303965)",21225
1.40090919E8,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Friday,01/31/2014 08:00:00 AM +0000,07:05,MISSION,"ARREST, BOOKED",300 Block of DOLORES ST,-122.4262118867,37.7642984128867,"(37.7642984128867, -122.4262118867)",36
1.36219187E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,11/18/2013 08:00:00 AM +0000,19:20,CENTRAL,NONE,500 Block of DAVIS ST,-122.398385628409,37.7975384005535,"(37.7975384005535, -122.398385628409)",24093
1.4009725E8,VEHICLE THEFT,STOLEN TRUCK,Thursday,01/30/2014 08:00:00 AM +0000,17:00,TARAVAL,NONE,2200 Block of 46TH AV,-122.483432241854,37.7455718823828,"(37.7455718823828, -122.483432241854)",396
1.36217711E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,11/17/2013 08:00:00 AM +0000,17:15,RICHMOND,NONE,500 Block of 16TH AV,-122.4747932956,37.7782667799453,"(37.7782667799453, -122.4747932956)",24364
1.31091736E8,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,12/29/2013 08:00:00 AM +0000,06:26,BAYVIEW,"ARREST, BOOKED",1500 Block of NEWHALL ST,-122.393044082696,37.7348012804138,"(37.7348012804138, -122.393044082696)",11214
1.30952313E8,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,11/09/2013 08:00:00 AM +0000,17:45,CENTRAL,NONE,500 Block of DAVIS ST,-122.398402882578,37.7976240084015,"(37.7976240084015, -122.398402882578)",27372
1.46004304E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,12/20/2013 08:00:00 AM +0000,18:15,SOUTHERN,NONE,800 Block of THE EMBARCADERONORTH ST,-122.40047176715,37.8024762571972,"(37.8024762571972, -122.40047176715)",13454
1.31005919E8,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,11/27/2013 08:00:00 AM +0000,19:54,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.408030866262,37.7839739947693,"(37.7839739947693, -122.408030866262)",21046
1.30993975E8,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,11/23/2013 08:00:00 AM +0000,15:20,MISSION,"ARREST, BOOKED",3000 Block of 16TH ST,-122.420314245603,37.765122618141,"(37.765122618141, -122.420314245603)",22266
1.30934258E8,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,11/03/2013 07:00:00 AM +0000,15:30,TENDERLOIN,JUVENILE CITED,0 Block of OFARRELL ST,-122.405795379675,37.7867246331696,"(37.7867246331696, -122.405795379675)",29314
1.3097989E8,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,11/19/2013 08:00:00 AM +0000,10:38,TARAVAL,"ARREST, BOOKED",1300 Block of 20TH AV,-122.478147889878,37.7634877759712,"(37.7634877759712, -122.478147889878)",23760
1.40064061E8,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,01/19/2014 08:00:00 AM +0000,18:00,SOUTHERN,NONE,1000 Block of MARKET ST,-122.411983902213,37.7809476497663,"(37.7809476497663, -122.411983902213)",4253
1.36234828E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,12/15/2013 08:00:00 AM +0000,02:14,NORTHERN,NONE,POLK ST / BUSH ST,-122.420307355721,37.7886989511647,"(37.7886989511647, -122.420307355721)",15206
1.31007197E8,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Thursday,11/28/2013 08:00:00 AM +0000,13:59,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.453573538836,37.7691473630278,"(37.7691473630278, -122.453573538836)",20760
1.31074588E8,ASSAULT,BATTERY,Sunday,12/22/2013 08:00:00 AM +0000,12:18,SOUTHERN,"ARREST, BOOKED",MARKET ST / VANNESS AV,-122.419257894814,37.7751462916539,"(37.7751462916539, -122.419257894814)",12982
1.40085089E8,NON-CRIMINAL,FOUND PROPERTY,Wednesday,01/29/2014 08:00:00 AM +0000,07:30,TENDERLOIN,NONE,TURK ST / HYDE ST,-122.415694922134,37.7825851968467,"(37.7825851968467, -122.415694922134)",754
1.40043598E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/15/2014 08:00:00 AM +0000,18:27,NORTHERN,NONE,PIERCE ST / CHESTNUT ST,-122.439504944797,37.8004024933613,"(37.8004024933613, -122.439504944797)",5781
1.3621908E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,11/16/2013 08:00:00 AM +0000,22:40,CENTRAL,NONE,400 Block of GEARY ST,-122.411422236131,37.7869192253963,"(37.7869192253963, -122.411422236131)",24771
1.40082057E8,TRESPASS,TRESPASSING,Tuesday,01/28/2014 08:00:00 AM +0000,09:41,TENDERLOIN,"ARREST, CITED",300 Block of OFARRELL ST,-122.410225059558,37.7861020865174,"(37.7861020865174, -122.410225059558)",1124
1.31073217E8,ROBBERY,ROBBERY OF A RESIDENCE WITH A GUN,Saturday,12/21/2013 08:00:00 AM +0000,21:44,RICHMOND,NONE,1900 Block of BRODERICK ST,-122.44216051632,37.7878821321245,"(37.7878821321245, -122.44216051632)",13252
1.46011735E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/17/2014 08:00:00 AM +0000,08:00,NORTHERN,NONE,1100 Block of FILLMORE ST,-122.432137144432,37.7797823264699,"(37.7797823264699, -122.432137144432)",4729
1.30998094E8,MISSING PERSON,FOUND PERSON,Monday,11/25/2013 08:00:00 AM +0000,01:46,SOUTHERN,PSYCHOPATHIC CASE,MARKET ST / 7TH ST,-122.412515341356,37.7804777480508,"(37.7804777480508, -122.412515341356)",21693
1.31073637E8,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,12/21/2013 08:00:00 AM +0000,23:30,INGLESIDE,"ARREST, BOOKED",900 Block of GENEVA AV,-122.439913710638,37.7157615243343,"(37.7157615243343, -122.439913710638)",13366
1.40081407E8,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,01/28/2014 08:00:00 AM +0000,01:00,MISSION,"ARREST, CITED",17TH ST / SOUTH VAN NESS AV,-122.41733258259,37.7635718955893,"(37.7635718955893, -122.41733258259)",945
1.40026049E8,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Thursday,01/09/2014 08:00:00 AM +0000,17:50,SOUTHERN,NONE,6TH ST / HOWARD ST,-122.407163046954,37.779737633899,"(37.779737633899, -122.407163046954)",7788
1.40018933E8,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,01/07/2014 08:00:00 AM +0000,11:10,TARAVAL,NONE,300 Block of SLOAT BL,-122.475642791632,37.7346635086651,"(37.7346635086651, -122.475642791632)",8294
1.40054131E8,MISSING PERSON,FOUND PERSON,Saturday,01/18/2014 08:00:00 AM +0000,20:00,SOUTHERN,LOCATED,MARKET ST / 4TH ST,-122.405832474482,37.7857446545609,"(37.7857446545609, -122.405832474482)",4433
1.40089047E8,NON-CRIMINAL,LOST PROPERTY,Thursday,01/16/2014 08:00:00 AM +0000,12:00,MISSION,NONE,18TH ST / VALENCIA ST,-122.42158168137,37.7617007179517,"(37.7617007179517, -122.42158168137)",5234
1.30934725E8,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,11/03/2013 07:00:00 AM +0000,09:00,INGLESIDE,PSYCHOPATHIC CASE,400 Block of CAYUGA AV,-122.435025032941,37.7296857834371,"(37.7296857834371, -122.435025032941)",29421
1.30935262E8,OTHER OFFENSES,RESISTING ARREST,Monday,11/04/2013 08:00:00 AM +0000,07:12,SOUTHERN,"ARREST, CITED",11TH ST / KISSLING ST,-122.415002640244,37.772649875548,"(37.772649875548, -122.415002640244)",29223
1.31004052E8,TRESPASS,TRESPASSING,Saturday,11/23/2013 08:00:00 AM +0000,17:35,RICHMOND,NONE,2300 Block of BUSH ST,-122.436600714822,37.7866533258996,"(37.7866533258996, -122.436600714822)",22399
1.40019511E8,NON-CRIMINAL,COURTESY REPORT,Monday,12/16/2013 08:00:00 AM +0000,11:00,RICHMOND,UNFOUNDED,0 Block of LOYOLA TR,-122.449041314185,37.7757417579894,"(37.7757417579894, -122.449041314185)",14906
1.31003189E8,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,11/26/2013 08:00:00 AM +0000,12:00,MISSION,NONE,4200 Block of 19TH ST,-122.436336387037,37.7591651382012,"(37.7591651382012, -122.436336387037)",21233
1.31015429E8,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,12/01/2013 08:00:00 AM +0000,15:30,TARAVAL,NONE,4800 Block of LINCOLN WY,-122.510333507136,37.7641104512114,"(37.7641104512114, -122.510333507136)",19887
1.30929895E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,11/02/2013 07:00:00 AM +0000,01:30,CENTRAL,NONE,JACKSON ST / POWELL ST,-122.409900589034,37.795617118662,"(37.795617118662, -122.409900589034)",29596
1.31040777E8,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,12/10/2013 08:00:00 AM +0000,17:00,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405795379675,37.7867246331696,"(37.7867246331696, -122.405795379675)",16758
1.46005857E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/03/2014 08:00:00 AM +0000,23:30,NORTHERN,NONE,GEARY BL / FRANKLIN ST,-122.423031175088,37.7854818747419,"(37.7854818747419, -122.423031175088)",9504
1.31043856E8,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Wednesday,12/11/2013 08:00:00 AM +0000,23:09,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / JONES ST,-122.412224164736,37.7820729312029,"(37.7820729312029, -122.412224164736)",16574
1.4008737E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/29/2014 08:00:00 AM +0000,20:00,MISSION,NONE,3400 Block of CESAR CHAVEZ ST,-122.418504672845,37.7480477694219,"(37.7480477694219, -122.418504672845)",705
1.30975387E8,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,11/17/2013 08:00:00 AM +0000,16:53,SOUTHERN,NONE,200 Block of 6TH ST,-122.406233721919,37.7789495915191,"(37.7789495915191, -122.406233721919)",24473
1.40056494E8,ASSAULT,BATTERY,Monday,01/20/2014 08:00:00 AM +0000,00:09,INGLESIDE,NONE,100 Block of EDINBURGH ST,-122.427704995493,37.7271386631765,"(37.7271386631765, -122.427704995493)",3707
1.3109693E8,DRUG/NARCOTIC,POSSESSION OF COCAINE,Tuesday,12/31/2013 08:00:00 AM +0000,05:28,RICHMOND,"ARREST, BOOKED",600 Block of 6TH AV,-122.485565838976,37.7773133859638,"(37.7773133859638, -122.485565838976)",10794
1.30977214E8,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,11/18/2013 08:00:00 AM +0000,12:15,MISSION,NONE,1000 Block of VALENCIA ST,-122.420896237928,37.7560235817487,"(37.7560235817487, -122.420896237928)",24143
1.31013122E8,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,11/30/2013 08:00:00 AM +0000,11:46,CENTRAL,"ARREST, CITED",BROADWAY ST / COLUMBUS AV,-122.406669739951,37.7978641744394,"(37.7978641744394, -122.406669739951)",20265
1.40020568E8,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,01/08/2014 08:00:00 AM +0000,05:08,MISSION,NONE,300 Block of VALENCIA ST,-122.422141785989,37.7679604685818,"(37.7679604685818, -122.422141785989)",8051
1.31039015E8,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,12/09/2013 08:00:00 AM +0000,19:30,NORTHERN,NONE,1300 Block of SUTTER ST,-122.421911012386,37.7874960239616,"(37.7874960239616, -122.421911012386)",17270
1.30969421E8,WARRANTS,WARRANT ARREST,Friday,11/15/2013 08:00:00 AM +0000,16:24,PARK,"ARREST, BOOKED",1800 Block of HAIGHT ST,-122.453503698547,37.7691358971953,"(37.7691358971953, -122.453503698547)",25145
1.30941372E8,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,11/06/2013 08:00:00 AM +0000,09:30,TENDERLOIN,PSYCHOPATHIC CASE,0 Block of MASON ST,-122.409191881825,37.7838615971991,"(37.7838615971991, -122.409191881825)",28346
1.309413E8,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Tuesday,11/05/2013 08:00:00 AM +0000,21:01,SOUTHERN,NONE,0 Block of 6TH ST,-122.409147089206,37.781271113766,"(37.781271113766, -122.409147089206)",28831
1.49000137E8,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,01/06/2014 08:00:00 AM +0000,09:31,TARAVAL,"ARREST, CITED",800 Block of BROTHERHOOD WAY,-122.477428574133,37.7146443935444,"(37.7146443935444, -122.477428574133)",8785
1.3094672E8,MISSING PERSON,FOUND PERSON,Wednesday,11/06/2013 08:00:00 AM +0000,08:00,TENDERLOIN,NONE,400 Block of JONES ST,-122.412888359407,37.7851683216973,"(37.7851683216973, -122.412888359407)",28359
1.31048668E8,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,12/13/2013 08:00:00 AM +0000,17:57,INGLESIDE,NONE,PERSIA AV / EDINBURGH ST,-122.432006387715,37.7212381938463,"(37.7212381938463, -122.432006387715)",16093
1.31059477E8,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,12/17/2013 08:00:00 AM +0000,12:53,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / MENDELL ST,-122.390346724675,37.7345993533477,"(37.7345993533477, -122.390346724675)",14719
1.31011007E8,MISSING PERSON,FOUND PERSON,Friday,11/29/2013 08:00:00 AM +0000,09:00,NORTHERN,LOCATED,900 Block of GEARY ST,-122.419153417796,37.7859327252032,"(37.7859327252032, -122.419153417796)",20483
1.31046866E8,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Friday,12/13/2013 08:00:00 AM +0000,03:30,INGLESIDE,NONE,200 Block of HOLLADAY AV,-122.405548431481,37.7452114650841,"(37.7452114650841, -122.405548431481)",16030
1.4003965E8,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,01/14/2014 08:00:00 AM +0000,09:00,SOUTHERN,NONE,MARKET ST / FRANKLIN ST,-122.420254960348,37.7743581710701,"(37.7743581710701, -122.420254960348)",6137
1.40064049E8,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,01/22/2014 08:00:00 AM +0000,15:15,INGLESIDE,"ARREST, CITED",3300 Block of MISSION ST,-122.421607115588,37.7430114795183,"(37.7430114795183, -122.421607115588)",3244
1.3104761E8,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,12/11/2013 08:00:00 AM +0000,14:45,PARK,NONE,HAIGHT ST / COLE ST,-122.450709919144,37.7695262270693,"(37.7695262270693, -122.450709919144)",16520
1.40082734E8,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,01/27/2014 08:00:00 AM +0000,08:15,INGLESIDE,NONE,900 Block of MOSCOW ST,-122.432919771392,37.7143071839285,"(37.7143071839285, -122.432919771392)",1256
1.30947201E8,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,11/06/2013 08:00:00 AM +0000,09:00,TENDERLOIN,NONE,100 Block of TAYLOR ST,-122.410763183048,37.7833988600308,"(37.7833988600308, -122.410763183048)",28337
1.40076442E8,ASSAULT,BATTERY,Sunday,01/26/2014 08:00:00 AM +0000,13:48,CENTRAL,"ARREST, CITED",600 Block of JACKSON ST,-122.406314387968,37.7961006919117,"(37.7961006919117, -122.406314387968)",1634
1.400726E8,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,01/25/2014 08:00:00 AM +0000,07:06,CENTRAL,PSYCHOPATHIC CASE,JEFFERSON ST / TAYLOR ST,-122.41580571059,37.8082120064599,"(37.8082120064599, -122.41580571059)",1961
1.4007422E8,OTHER OFFENSES,INTOXICATED JUVENILE,Saturday,01/25/2014 08:00:00 AM +0000,17:54,INGLESIDE,NONE,400 Block of ELLSWORTH ST,-122.414523754152,37.7378381064723,"(37.7378381064723, -122.414523754152)",2007
1.30954416E8,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,11/10/2013 08:00:00 AM +0000,16:25,TENDERLOIN,"ARREST, CITED",300 Block of TURK ST,-122.415222418938,37.7826790577928,"(37.7826790577928, -122.415222418938)",26991
1.40086805E8,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,01/29/2014 08:00:00 AM +0000,18:15,PARK,"ARREST, BOOKED",1400 Block of HAIGHT ST,-122.445628105279,37.7702062908487,"(37.7702062908487, -122.445628105279)",665
1.36212391E8,NON-CRIMINAL,LOST PROPERTY,Wednesday,11/06/2013 08:00:00 AM +0000,14:40,MISSION,NONE,1800 Block of MISSION ST,-122.419944914833,37.7674600892935,"(37.7674600892935, -122.419944914833)",28295
1.3105685E7,FRAUD,"CREDIT CARD, THEFT OF",Friday,12/13/2013 08:00:00 AM +0000,07:30,RICHMOND,NONE,3400 Block of SACRAMENTO ST,-122.449285856619,37.7877838009128,"(37.7877838009128, -122.449285856619)",15967
1.36209097E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,11/05/2013 08:00:00 AM +0000,11:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"(37.7752316978114, -122.403742962696)",28844
1.3094596E8,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,11/07/2013 08:00:00 AM +0000,17:03,SOUTHERN,NONE,900 Block of HOWARD ST,-122.406400973093,37.7801858102522,"(37.7801858102522, -122.406400973093)",27914
1.3624359E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,12/22/2013 08:00:00 AM +0000,01:00,SOUTHERN,NONE,MAIN ST / HARRISON ST,-122.390321524494,37.7881341874361,"(37.7881341874361, -122.390321524494)",12933
1.40008978E8,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Friday,01/03/2014 08:00:00 AM +0000,20:35,PARK,"ARREST, BOOKED",0 Block of KNOLLVIEW WY,-122.45105102943,37.7494459656446,"(37.7494459656446, -122.45105102943)",9694
1.40066437E8,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,01/15/2014 08:00:00 AM +0000,16:00,BAYVIEW,NONE,0 Block of POMONA ST,-122.39348692699,37.7317413876234,"(37.7317413876234, -122.39348692699)",5719
1.36233159E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,12/09/2013 08:00:00 AM +0000,20:30,BAYVIEW,NONE,17TH ST / CONNECTICUT ST,-122.397741566589,37.7650728676773,"(37.7650728676773, -122.397741566589)",17293
1.30965275E8,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,11/13/2013 08:00:00 AM +0000,17:45,BAYVIEW,NONE,16TH ST / MISSISSIPPI ST,-122.395062849863,37.7665443562081,"(37.7665443562081, -122.395062849863)",25878
1.3095128E8,WARRANTS,WARRANT ARREST,Saturday,11/09/2013 08:00:00 AM +0000,15:15,CENTRAL,"ARREST, BOOKED",POST ST / STOCKTON ST,-122.406775392392,37.7884982866147,"(37.7884982866147, -122.406775392392)",27213
